Date,Time,x-booster (km),y-booster (km),z-booster (km),x-moon (km),y-moon (km),z-moon (km)
1/11/2022,8:59:59 AM,529732.1473,-112179.3686,-133570.9585,312186.0988,236024.246,87947.17605
1/11/2022,9:59:59 AM,529959.2323,-111180.9064,-134017.8709,310092.4485,238480.7796,89327.43363
1/11/2022,10:59:59 AM,530168.3828,-110182.6726,-134463.898,307973.4443,240918.0765,90700.46178
1/11/2022,11:59:59 AM,530361.0383,-109181.0367,-134906.3805,305829.2965,243335.9399,92066.16416
1/11/2022,12:59:59 PM,534842.2528,-109053.8853,-116366.3848,303660.2164,245734.176,93424.44524
1/11/2022,1:59:59 PM,535018.6256,-108044.6952,-116803.1569,301466.3606,248112.636,94775.27844
1/11/2022,2:59:59 PM,535178.3712,-107032.2826,-117236.8055,299247.9668,250471.1518,96118.4335
1/11/2022,3:59:59 PM,535321.4799,-106016.7355,-117667.2962,297005.1786,252809.5679,97453.95358
1/11/2022,4:59:59 PM,535447.1786,-105002.0356,-118094.5948,294738.2795,255127.6701,98781.61022
1/11/2022,5:59:59 PM,535556.2368,-103984.3786,-118518.6667,292447.4268,257425.3185,100101.3801
1/11/2022,6:59:59 PM,535649.0391,-102963.9276,-118942.3351,290132.8032,259702.3969,101413.1046
1/11/2022,7:59:59 PM,535725.7485,-101940.8006,-119360.0646,287794.6556,261958.6668,102716.762
1/11/2022,8:59:59 PM,535785.2226,-100914.8682,-119777.1092,285433.2136,264193.9677,104012.1956
1/11/2022,9:59:59 PM,535828.2538,-99890.40243,-120191.0051,283048.6012,266408.2289,105299.3174
1/11/2022,10:59:59 PM,535854.2315,-98863.34105,-120598.6461,280641.067,268601.2195,106578.108
1/11/2022,11:59:59 PM,535864.633,-97830.01769,-121005.7134,278210.8413,270772.7869,107848.4134
1/12/2022,12:59:59 AM,535857.0553,-96798.13672,-121411.9548,275758.1073,272922.8302,109110.0806
1/12/2022,1:59:59 AM,535832.6714,-95767.99532,-121812.0546,273283.116,275051.1279,110363.0927
1/12/2022,2:59:59 AM,535793.2599,-94731.95164,-122208.8385,270786.0372,277157.5704,111607.3662
1/12/2022,3:59:59 AM,535735.8844,-93697.60993,-122604.6912,268267.1501,279241.9693,112842.7508
1/12/2022,4:59:59 AM,535662.1183,-92657.30435,-122994.0827,265726.5615,281304.2521,114069.2321
1/12/2022,5:59:59 AM,535571.3512,-91619.04369,-123382.6913,263164.6139,283344.2045,115286.5944
1/12/2022,6:59:59 AM,535464.8463,-90579.1159,-123767.8479,260581.4488,285361.6971,116494.8924
1/12/2022,7:59:59 AM,535340.084,-89537.18162,-124151.7057,257977.2472,287356.6447,117693.9797
1/12/2022,8:59:59 AM,535200.8128,-88489.95854,-124529.4108,255352.3401,289328.8302,118883.7106
1/12/2022,9:59:59 AM,535042.6229,-87444.80139,-124905.7432,252706.8813,291278.1442,120064.0751
1/12/2022,10:59:59 AM,538859.0609,-87042.89302,-106293.5588,250041.1392,293204.4058,121234.9968
1/12/2022,11:59:59 AM,538682.5165,-85989.67689,-106674.5943,247355.2422,295107.5842,122396.3328
1/12/2022,12:59:59 PM,538489.123,-84935.08111,-107052.2663,244649.5095,296987.4604,123548.0085
1/12/2022,1:59:59 PM,538279.3326,-83879.26401,-107429.3745,241924.106,298843.9486,124689.95
1/12/2022,2:59:59 PM,538051.7149,-82822.09066,-107802.8527,239179.3524,300676.8378,125822.0846
1/12/2022,3:59:59 PM,537807.2374,-81763.8014,-108172.8583,236415.3601,302486.0881,126944.3402
1/12/2022,4:59:59 PM,537546.8683,-80704.62929,-108539.552,233632.4104,304271.5533,128056.5786
1/12/2022,5:59:59 PM,537268.7242,-79640.38423,-108905.1409,230830.7182,306033.1145,129158.7296
1/12/2022,6:59:59 PM,536974.0963,-78579.33828,-109267.3445,228010.5378,307770.5968,130250.7907
1/12/2022,7:59:59 PM,536662.195,-77513.48131,-109625.7335,225172.1105,309483.9233,131332.5598
1/12/2022,8:59:59 PM,536333.2976,-76450.9154,-109983.2946,222315.6228,311172.9455,132404.1026
1/12/2022,9:59:59 PM,535987.6377,-75383.79799,-110334.3397,219441.369,312837.5529,133465.219
1/12/2022,10:59:59 PM,535625.0038,-74316.17087,-110687.1044,216549.5064,314477.6779,134515.8429
1/12/2022,11:59:59 PM,535245.0457,-73248.0742,-111033.2804,213640.3428,316093.121,135555.9759
1/13/2022,12:59:59 AM,534848.641,-72179.71648,-111378.4747,210714.1027,317683.8009,136585.4871
1/13/2022,1:59:59 AM,534434.8995,-71107.1089,-111719.6262,207770.9406,319249.655,137604.313
1/13/2022,2:59:59 AM,534003.2133,-70038.17753,-112059.5118,204811.2325,320790.4771,138612.391
1/13/2022,3:59:59 AM,533555.6874,-68965.38252,-112392.8706,201835.0885,322306.2658,139609.5926
1/13/2022,4:59:59 AM,533089.2158,-67892.36527,-112727.2861,198842.8277,323796.8581,140595.8571
1/13/2022,5:59:59 AM,532607.3651,-66819.67248,-113055.3074,195834.644,325262.1439,141571.1904
1/13/2022,6:59:59 AM,532107.5897,-65743.13988,-113381.6947,192810.8697,326701.9887,142535.4667
1/13/2022,7:59:59 AM,531590.3661,-64666.8587,-113706.6081,189771.6081,328116.3973,143488.5612
1/13/2022,8:59:59 AM,534684.0101,-64025.3901,-95291.94987,186717.2089,329505.1435,144430.5481
1/13/2022,9:59:59 AM,534144.2069,-62944.43211,-95631.75682,183647.9126,330868.2139,145361.1719
1/13/2022,10:59:59 AM,533587.3591,-61860.0685,-95970.50093,180563.8957,332205.4867,146280.5084
1/13/2022,11:59:59 AM,533012.4866,-60776.22029,-96305.35798,177465.4866,333516.8454,147188.4357
1/13/2022,12:59:59 PM,532421.5503,-59693.20159,-96636.64371,174352.8264,334802.248,148084.8988
1/13/2022,1:59:59 PM,531811.5807,-58606.85372,-96966.38273,171226.2881,336061.5317,148969.8432
1/13/2022,2:59:59 PM,531184.0926,-57521.36757,-97294.88086,168086.0217,337294.6817,149843.1495
1/13/2022,3:59:59 PM,530539.9685,-56433.02669,-97619.50349,164932.3399,338501.5727,150704.7647
1/13/2022,4:59:59 PM,529877.8108,-55345.68625,-97940.03261,161765.4254,339682.117,151554.7022
1/13/2022,5:59:59 PM,529198.0518,-54255.59638,-98261.76837,158585.6122,340836.2433,152392.7789
1/13/2022,6:59:59 PM,528500.3406,-53170.5984,-98576.74224,155393.0692,341963.8441,153219.075
1/13/2022,7:59:59 PM,527784.896,-52079.16162,-98890.06847,152188.128,343064.8556,154033.4087
1/13/2022,8:59:59 PM,527050.9325,-50989.08132,-99201.69507,148970.9769,344139.2229,154835.7303
1/13/2022,9:59:59 PM,526299.9132,-49900.59424,-99509.19154,145741.9123,345186.8155,155626.0559
1/13/2022,10:59:59 PM,525530.7424,-48809.8334,-99814.89314,142501.1909,346207.5819,156404.2713
1/13/2022,11:59:59 PM,524743.538,-47720.77436,-100116.1922,139249.0573,347201.4484,157170.3282
1/14/2022,12:59:59 AM,523938.1647,-46629.66017,-100415.5985,135985.6939,348168.3671,157924.1789
1/14/2022,1:59:59 AM,523114.6052,-45536.60754,-100713.0582,132711.4638,349108.2208,158665.7762
1/14/2022,2:59:59 AM,522273.0074,-44445.57356,-101005.9759,129426.6176,350020.97,159395.0082
1/14/2022,3:59:59 AM,521414.1875,-43352.90409,-101297.0374,126131.3328,350906.5737,160111.8286
1/14/2022,4:59:59 AM,523752.838,-42523.52474,-83295.16124,122825.8983,351764.9211,160816.2569
1/14/2022,5:59:59 AM,522867.7767,-41426.06651,-83613.29878,119510.6209,352595.9584,161508.1826
1/14/2022,6:59:59 AM,521963.43,-40327.08789,-83929.64537,116185.735,353399.6298,162187.5606
1/14/2022,7:59:59 AM,521041.7505,-39226.86345,-84244.46055,112851.4736,354175.8811,162854.3464
1/14/2022,8:59:59 AM,520100.8853,-38129.17661,-84554.84189,109508.1918,354924.6218,163508.4958
1/14/2022,9:59:59 AM,519141.6913,-37030.39794,-84863.42893,106156.0037,355645.8687,164149.9002
1/14/2022,10:59:59 AM,518163.8927,-35934.41811,-85170.16433,102795.2529,356339.5093,164778.5808
1/14/2022,11:59:59 AM,517167.4354,-34833.77826,-85472.31463,99426.22859,357005.4816,165394.4944
1/14/2022,12:59:59 PM,516151.381,-33736.10788,-85772.34242,96049.16352,357643.7717,165997.5335
1/14/2022,1:59:59 PM,515116.9628,-32637.83143,-86070.35105,92664.27328,358254.3114,166587.7199
1/14/2022,2:59:59 PM,514064.1687,-31539.0741,-86366.28157,89271.91895,358837.0868,167164.8822
1/14/2022,3:59:59 PM,512991.7816,-30443.63397,-86659.90832,85872.2992,359391.9784,167729.1717
1/14/2022,4:59:59 PM,511899.6782,-29344.14231,-86948.51571,82465.71594,359919.0231,168280.3531
1/14/2022,5:59:59 PM,510790.1542,-28244.61457,-87235.03946,79052.43504,360418.1191,168818.5135
1/14/2022,6:59:59 PM,509660.0501,-27148.72205,-87518.91473,75632.67804,360889.2664,169343.5468
1/14/2022,7:59:59 PM,508510.1299,-26052.91137,-87802.71353,72206.72084,361332.4245,169855.4116
1/14/2022,8:59:59 PM,507341.8425,-24953.69375,-88078.96595,68774.90088,361747.544,170354.0666
1/14/2022,9:59:59 PM,506153.5347,-23858.52766,-88355.01297,65337.42258,362134.574,170839.5348
1/14/2022,10:59:59 PM,504945.9801,-22760.20178,-88628.32087,61894.56783,362493.5412,171311.6465
1/14/2022,11:59:59 PM,503718.8343,-21666.20691,-88898.82398,58446.59094,362824.3281,171770.5532
1/15/2022,12:59:59 AM,505274.5938,-20684.05734,-71561.27676,54993.77473,363126.9965,172216.0213
1/15/2022,1:59:59 AM,504018.003,-19582.6662,-71871.33566,51536.37595,363401.463,172648.1381
1/15/2022,2:59:59 AM,502742.2121,-18482.3127,-72176.55156,48074.7232,363647.6973,173066.8624
1/15/2022,3:59:59 AM,501444.5399,-17383.04342,-72481.45518,44609.0202,363865.7197,173472.0892
1/15/2022,4:59:59 AM,500128.2979,-16285.12334,-72783.95885,41139.58793,364055.4757,173863.8411
1/15/2022,5:59:59 AM,498790.626,-15184.97171,-73083.56198,37666.68958,364216.9825,174242.0132
1/15/2022,6:59:59 AM,497433.2711,-14090.06552,-73380.48119,34190.57689,364350.1686,174606.6919
1/15/2022,7:59:59 AM,496055.0985,-12993.26979,-73676.90565,30711.50981,364455.0552,174957.7719
1/15/2022,8:59:59 AM,494656.7963,-11894.78627,-73967.94368,27229.74313,364531.6353,175295.2116
1/15/2022,9:59:59 AM,493237.4685,-10801.95487,-74258.32605,23745.65516,364579.8648,175619.0331
1/15/2022,10:59:59 AM,491796.7205,-9704.15899,-74545.42266,20259.43447,364599.7476,175929.1945
1/15/2022,11:59:59 AM,490335.3078,-8612.338318,-74829.30637,16771.33288,364591.3144,176225.5899
1/15/2022,12:59:59 PM,488853.3669,-7519.506803,-75109.90169,13281.65962,364554.5033,176508.3046
1/15/2022,1:59:59 PM,487350.5126,-6425.849103,-75389.49558,9790.726118,364489.3176,176777.296
1/15/2022,2:59:59 PM,485826.0625,-5335.084949,-75665.4798,6298.778968,364395.7968,177032.4575
1/15/2022,3:59:59 PM,484280.0232,-4247.380056,-75937.77402,2806.061387,364273.9199,177273.8098
1/15/2022,4:59:59 PM,482713.0669,-3155.884209,-76208.79362,-687.1203776,364123.6674,177501.3732
1/15/2022,5:59:59 PM,483499.3555,-2081.547929,-59638.07996,-4180.461392,363945.0855,177715.0403
1/15/2022,6:59:59 PM,481899.1058,-988.2616974,-59959.77466,-7673.784731,363738.1284,177914.8944
1/15/2022,7:59:59 PM,480276.1186,101.2873299,-60277.96929,-11166.72511,363502.8479,178100.8275
1/15/2022,8:59:59 PM,478632.379,1190.406261,-60592.82799,-14658.98129,363239.2371,178272.8584
1/15/2022,9:59:59 PM,476965.5943,2278.882076,-60906.32866,-18150.38092,362947.3176,178430.9422
1/15/2022,10:59:59 PM,475275.7484,3366.495205,-61218.3587,-21640.62455,362627.0858,178575.0967
1/15/2022,11:59:59 PM,473564.1167,4453.036324,-61526.63717,-25129.35229,362278.5771,178705.2762
1/16/2022,12:59:59 AM,471829.4388,5534.844794,-61833.23523,-28616.32765,361901.7605,178821.561
1/16/2022,1:59:59 AM,470072.6217,6618.584724,-62138.1682,-32101.32435,361496.7304,178923.7778
1/16/2022,2:59:59 AM,468292.0073,7700.564696,-62438.78756,-35584.04469,361063.4636,179012.0061
1/16/2022,3:59:59 AM,466488.3425,8777.171648,-62737.39319,-39064.19709,360602.0026,179086.1983
1/16/2022,4:59:59 AM,464661.5001,9854.973048,-63033.86619,-42541.48435,360112.331,179146.4328
1/16/2022,5:59:59 AM,462811.8375,10930.33819,-63325.84215,-46015.62451,359594.5595,179192.5345
1/16/2022,6:59:59 AM,460937.748,12002.99332,-63617.56097,-49486.38107,359048.6385,179224.6441
1/16/2022,7:59:59 AM,459040.7402,13076.0769,-63904.55506,-52953.46642,358474.6213,179242.7121
1/16/2022,8:59:59 AM,457119.2853,14145.93738,-64191.0239,-56416.59465,357872.5642,179246.6882
1/16/2022,9:59:59 AM,457144.4198,15281.527,-48538.80264,-59875.53354,357242.4544,179236.6483
1/16/2022,10:59:59 AM,455185.4805,16349.49392,-48886.61794,-63329.94168,356584.3946,179212.4779
1/16/2022,11:59:59 AM,453201.2937,17420.13946,-49229.72778,-66779.52576,355898.3886,179174.2517
1/16/2022,12:59:59 PM,451192.6032,18486.5757,-49572.51279,-70224.06589,355184.4928,179121.9174
1/16/2022,1:59:59 PM,449159.5083,19551.82106,-49912.63147,-73663.26876,354442.7155,179055.5486
1/16/2022,2:59:59 PM,447100.1574,20612.22943,-50249.72624,-77096.91532,353673.1163,178975.0916
1/16/2022,3:59:59 PM,445016.1434,21670.84575,-50586.03966,-80524.60283,352875.7971,178880.4926
1/16/2022,4:59:59 PM,442905.5465,22730.49104,-50919.02674,-83946.16257,352050.7483,178771.8231
1/16/2022,5:59:59 PM,440769.6737,23784.43439,-51248.6568,-87361.24753,351198.0349,178649.0913
1/16/2022,6:59:59 PM,438608.1115,24835.57561,-51576.91618,-90769.64181,350317.7257,178512.2413
1/16/2022,7:59:59 PM,436419.8604,25883.52837,-51903.51138,-94170.99227,349409.8631,178361.343
1/16/2022,8:59:59 PM,434204.9723,26931.12742,-52226.15181,-97565.07568,348474.4908,178196.4025
1/16/2022,9:59:59 PM,431962.3859,27974.76262,-52546.66373,-100951.6772,347511.6835,178017.3624
1/16/2022,10:59:59 PM,429694.3392,29014.23153,-52863.01381,-104330.3924,346521.5411,177824.2275
1/16/2022,11:59:59 PM,428989.3002,30164.01111,-38191.67222,-107701.0507,345504.0664,177617.0653
1/17/2022,12:59:59 AM,426677.337,31202.20397,-38583.05843,-111063.3083,344459.349,177395.8796
1/17/2022,1:59:59 AM,424338.5262,32238.24913,-38970.44309,-114416.8922,343387.4934,177160.6105
1/17/2022,2:59:59 AM,421970.6816,33271.56687,-39355.53301,-117761.6205,342288.4782,176911.3868
1/17/2022,3:59:59 AM,419574.5924,34301.79105,-39740.25969,-121097.1107,341162.4824,176648.0841
1/17/2022,4:59:59 AM,417149.7039,35325.3909,-40122.26289,-124423.1202,340009.5109,176370.8302
1/17/2022,5:59:59 AM,414695.5064,36348.01091,-40501.33454,-127739.4364,338829.6572,176079.5627
1/17/2022,6:59:59 AM,412212.2497,37366.15481,-40877.26443,-131045.7182,337623.0324,175774.2818
1/17/2022,7:59:59 AM,409699.7393,38379.3545,-41251.83517,-134341.6618,336389.6729,175455.1135
1/17/2022,8:59:59 AM,407156.7021,39390.0189,-41624.69558,-137627.1136,335129.6564,175121.9938
1/17/2022,9:59:59 AM,404583.6216,40394.70019,-41993.61707,-140901.6746,333843.1295,174774.9211
1/17/2022,10:59:59 AM,401980.0118,41395.82813,-42360.33467,-144165.1679,332530.1177,174413.9566
1/17/2022,11:59:59 AM,400584.3423,42524.33685,-28683.20965,-147417.3112,331190.7259,174039.0978
1/17/2022,12:59:59 PM,397931.3448,43522.00006,-29133.11023,-150657.7523,329825.0609,173650.4048
1/17/2022,1:59:59 PM,395247.3871,44517.4678,-29580.94078,-153886.3242,328433.1831,173247.874
1/17/2022,2:59:59 PM,392530.9867,45504.17037,-30028.19322,-157102.6872,327015.2342,172831.5012
1/17/2022,3:59:59 PM,389781.6406,46487.27134,-30472.64133,-160306.6033,325571.2789,172401.345
1/17/2022,4:59:59 PM,386999.345,47466.12366,-30913.99638,-163497.7768,324101.4126,171957.4638
1/17/2022,5:59:59 PM,384183.1642,48437.11618,-31355.64031,-166675.995,322605.7594,171499.7884
1/17/2022,6:59:59 PM,381333.6934,49405.34815,-31793.54816,-169840.9478,321084.3947,171028.4396
1/17/2022,7:59:59 PM,378450.1517,50367.18349,-32229.18741,-172992.4082,319537.4214,170543.4107
1/17/2022,8:59:59 PM,375531.5713,51321.79754,-32662.12421,-176130.0373,317965.0059,170044.6948
1/17/2022,9:59:59 PM,373495.2237,52399.93076,-19943.60965,-179253.5943,316367.232,169532.3478
1/17/2022,10:59:59 PM,370521.7442,53348.99232,-20470.26334,-182362.8914,314744.1546,169006.4254
1/17/2022,11:59:59 PM,367511.6756,54291.25006,-20995.93055,-185457.5751,313095.9261,168466.9829
1/18/2022,12:59:59 AM,364464.7345,55228.5569,-21518.40565,-188537.4315,311422.6905,167913.9481
1/18/2022,1:59:59 AM,361381.1301,56157.36424,-22040.85308,-191602.1859,309724.4935,167347.5026
1/18/2022,2:59:59 AM,358258.6114,57079.1451,-22560.91817,-194651.531,308001.5764,166767.51
1/18/2022,3:59:59 AM,355099.0678,57993.26888,-23080.02683,-197685.2985,306253.9254,166174.1512
1/18/2022,4:59:59 AM,351899.261,58900.89429,-23595.76707,-200703.1497,304481.7397,165567.4164
1/18/2022,5:59:59 AM,348660.4149,59798.57564,-24111.17254,-203704.8383,302685.1301,164947.3589
1/18/2022,6:59:59 AM,346016.8906,60801.9776,-12368.9211,-206690.1328,300864.2341,164313.9681
1/18/2022,7:59:59 AM,342715.8995,61690.05341,-12988.55996,-209658.7689,299019.1449,163667.3606
1/18/2022,8:59:59 AM,339372.1473,62569.6607,-13605.61557,-212610.462,297150.0433,163007.5253
1/18/2022,9:59:59 AM,335986.1381,63442.22075,-14221.23744,-215545.0149,295257.0167,162334.5146
1/18/2022,10:59:59 AM,332557.3255,64303.83698,-14836.42675,-218462.1429,293340.2526,161648.3169
1/18/2022,11:59:59 AM,329084.3972,65155.49136,-15448.8517,-221361.5623,291399.8375,160949.112
1/18/2022,12:59:59 PM,325565.8211,65997.9877,-16061.05689,-224243.0392,289435.93,160236.8882
1/18/2022,1:59:59 PM,322002.721,66830.09678,-16670.75814,-227106.3395,287448.6911,159511.6332
1/18/2022,2:59:59 PM,318789.0507,67734.05151,-5908.395028,-229951.1622,285438.3034,158773.3988
1/18/2022,3:59:59 PM,315154.4032,68551.5341,-6632.330078,-232777.3203,283404.7906,158022.3647
1/18/2022,4:59:59 PM,311470.8417,69355.66591,-7357.462103,-235584.5463,281348.3861,157258.4544
1/18/2022,5:59:59 PM,307737.5265,70149.27997,-8079.822928,-238372.5877,279269.2439,156481.7195
1/18/2022,6:59:59 PM,303954.9669,70928.2947,-8803.131872,-241141.1563,277167.4812,155692.3396
1/18/2022,7:59:59 PM,300119.8794,71697.02083,-9523.347751,-243890.0826,275043.2594,154890.2383
1/18/2022,8:59:59 PM,296232.7916,72451.17187,-10243.99102,-246619.0949,272896.7236,154075.5311
1/18/2022,9:59:59 PM,292485.4915,73238.93699,-439.9988803,-249327.9098,270728.1068,153248.2055
1/18/2022,10:59:59 PM,288515.1093,73972.98505,-1285.171631,-252016.3322,268537.457,152408.4416
1/18/2022,11:59:59 PM,284489.165,74689.61923,-2130.457142,-254684.0971,266325.0347,151556.1626
1/19/2022,12:59:59 AM,280405.252,75392.31746,-2976.031008,-257330.9607,264090.9393,150691.5491
1/19/2022,1:59:59 AM,276261.6561,76077.84659,-3820.559201,-259956.687,261835.376,149814.5887
1/19/2022,2:59:59 AM,272059.0152,76745.66476,-4665.450179,-262561.0678,259558.4894,148925.3335
1/19/2022,3:59:59 AM,267814.2288,77401.88838,4222.532117,-265143.8301,257260.4549,148023.9002
1/19/2022,4:59:59 AM,263515.8943,78040.28844,3241.899041,-267704.7203,254941.4713,147110.3414
1/19/2022,5:59:59 AM,259151.7078,78660.14808,2261.045803,-270243.5735,252601.6478,146184.7098
1/19/2022,6:59:59 AM,254720.5232,79259.39584,1279.105844,-272760.1351,250241.1898,145247.0583
1/19/2022,7:59:59 AM,250218.7463,79836.9438,296.6901581,-275254.1517,247860.3075,144297.44
1/19/2022,8:59:59 AM,245647.2408,80390.74586,684.185372,-277725.3947,245459.1508,143335.9731
1/19/2022,9:59:59 AM,241001.0089,80920.48837,1665.145545,-280173.6302,243037.955,142362.6464
1/19/2022,10:59:59 AM,236279.4937,81424.82981,2646.292068,-282598.6953,240596.7633,141377.6434
1/19/2022,11:59:59 AM,231479.3913,81901.06328,3626.275151,-285000.2717,238135.9168,140380.9539
1/19/2022,12:59:59 PM,226599.1308,82350.32704,4604.782374,-287378.1729,235655.5322,139372.6971
1/19/2022,1:59:59 PM,221635.2505,82766.83644,5582.323893,-289732.189,233155.7944,138352.9283
1/19/2022,2:59:59 PM,216584.8973,83151.80282,6556.845074,-292062.1095,230636.8919,137321.7027
1/19/2022,3:59:59 PM,211444.653,83501.71113,7528.251052,-294367.7054,228099.0017,136279.1412
1/19/2022,4:59:59 PM,206211.6117,83814.21956,8496.077607,-296648.7462,225542.3857,135225.2349
1/19/2022,5:59:59 PM,200882.7352,84089.43494,9460.556433,-298905.0045,222967.2296,134160.1055
1/19/2022,6:59:59 PM,195453.4103,84320.48673,10420.19983,-301136.2919,220373.6709,133083.875
1/19/2022,7:59:59 PM,189919.6736,84506.38938,11373.17959,-303342.3992,217761.9167,131996.601
1/19/2022,8:59:59 PM,184276.8491,84644.25523,12320.09964,-305523.0804,215132.2308,130898.3417
1/19/2022,9:59:59 PM,178521.3461,84728.39699,13259.8056,-307678.1474,212484.7619,129789.2206
1/19/2022,10:59:59 PM,172646.1191,84757.57087,14190.33676,-309807.4115,209819.741,128669.2314
1/19/2022,11:59:59 PM,166647.3874,84724.93347,15110.83354,-311910.6293,207137.3646,127538.5644
1/20/2022,12:59:59 AM,160517.0089,84625.05094,16019.16065,-313987.614,204437.8713,126397.2141
1/20/2022,1:59:59 AM,154250.0493,84453.80918,16913.26825,-316038.1594,201721.4116,125245.372
1/20/2022,2:59:59 AM,147839.071,84201.9958,17791.15152,-318062.0979,198988.242,124082.9683
1/20/2022,3:59:59 AM,141275.0825,83863.55255,18651.7031,-320059.171,196238.5643,122910.2611
1/20/2022,4:59:59 AM,134549.0156,83429.34271,19490.15925,-322029.1952,193472.6312,121727.2473
1/20/2022,5:59:59 AM,127651.9395,82887.58075,20303.54136,-323972.0365,190690.5741,120533.9897
1/20/2022,6:59:59 AM,120573.1188,82228.84908,21087.81819,-325887.4242,187892.6752,119330.6831
1/20/2022,7:59:59 AM,113299.4574,81435.16045,21837.93873,-327775.1778,185079.1972,118117.326
1/20/2022,8:59:59 AM,105817.7852,80493.65064,22548.40233,-329635.1461,182250.2705,116894.0487
1/20/2022,9:59:59 AM,98113.25437,79380.86978,23210.89986,-331467.1314,179406.1532,115660.9168
1/20/2022,10:59:59 AM,90168.96474,78073.52869,23816.15093,-333270.9022,176547.0884,114418.1277
1/20/2022,11:59:59 AM,81964.66384,76541.45272,24352.77187,-335046.3308,173673.3027,113165.6166
1/20/2022,12:59:59 PM,73480.56727,74747.18066,24806.05089,-336793.2188,170784.9881,111903.5825
1/20/2022,1:59:59 PM,64692.45774,72642.18739,25155.95856,-338511.3446,167882.4762,110632.0935
1/20/2022,2:59:59 PM,55574.38351,70165.62654,25376.5649,-340200.5895,164965.8579,109351.2842
1/20/2022,3:59:59 PM,46100.19026,67236.33609,25433.55993,-341860.7349,162035.472,108061.2241
1/20/2022,4:59:59 PM,36244.1011,63747.17473,25278.29255,-343491.6227,159091.5423,106761.9832
1/20/2022,5:59:59 PM,25988.30096,59546.23916,24840.08583,-345093.0888,156134.2196,105453.7645
1/20/2022,6:59:59 PM,15337.7945,54423.10335,24016.0052,-346664.9553,153163.8693,104136.5074
1/20/2022,7:59:59 PM,4356.353298,48077.4307,22650.20572,-348207.0439,150180.6415,102810.4823
1/20/2022,8:59:59 PM,-6747.104737,40082.70393,20503.14728,-349719.1909,147184.8405,101475.6961
1/20/2022,9:59:59 PM,-17425.57211,29896.60643,17226.4734,-351201.253,144176.6374,100132.2887
1/20/2022,10:59:59 PM,-26473.11038,17107.65898,12432.22103,-352653.0371,141156.3288,98780.40074
1/20/2022,11:59:59 PM,-32063.85198,2191.516407,6065.4009,-354074.4096,138124.1665,97420.04101
1/21/2022,12:59:59 AM,-33139.24017,-13071.15707,-70.63835425,-355465.206,135080.3921,96051.35161
1/21/2022,1:59:59 AM,-30559.66684,-27055.53585,-7506.979591,-356825.2484,132025.2448,94674.54183
1/21/2022,2:59:59 AM,-25721.05983,-39262.2632,-13665.38567,-358154.4226,128958.9906,93289.55621
1/21/2022,3:59:59 AM,-19547.44892,-49560.66282,-19904.17218,-359452.5389,125881.8696,91896.672
1/21/2022,4:59:59 AM,-12895.18741,-58785.1937,-24588.11273,-360719.471,122794.1474,90495.90155
1/21/2022,5:59:59 AM,-5845.097527,-66073.66033,-30710.44548,-361955.0846,119696.0185,89087.39081
1/21/2022,6:59:59 AM,1189.126365,-74016.5445,-32959.40144,-363159.2199,116587.8115,87671.21998
1/21/2022,7:59:59 AM,8233.526211,-79713.87253,-38211.92348,-364331.7403,113469.7947,86247.46993
1/21/2022,8:59:59 AM,15303.65746,-85809.42082,-41017.01588,-365472.4881,110342.1625,84816.42211
1/21/2022,9:59:59 AM,22303.26553,-91243.6348,-43898.98153,-366581.3399,107205.2616,83378.0257
1/21/2022,10:59:59 AM,28695.49935,-94502.36402,-50308.38654,-367658.1701,104059.3005,81932.43037
1/21/2022,11:59:59 AM,35936.547,-100537.3275,-49792.56583,-368702.8535,100904.4904,80479.7866
1/21/2022,12:59:59 PM,42536.66529,-104550.0895,-52769.04862,-369715.2317,97741.174,79020.24561
1/21/2022,1:59:59 PM,48986.13703,-108219.3668,-55750.69794,-370695.1811,94569.63652,77553.89266
1/21/2022,2:59:59 PM,55285.12768,-111589.105,-58729.34759,-371642.5965,91390.10085,76080.81364
1/21/2022,3:59:59 PM,61436.1736,-114696.1185,-61698.33852,-372557.3725,88202.79165,74601.09509
1/21/2022,4:59:59 PM,67443.82599,-117571.1706,-64655.08573,-373439.3372,85008.0573,73115.02474
1/21/2022,5:59:59 PM,73313.64604,-120240.6988,-67595.56332,-374288.4013,81806.19918,71622.55692
1/21/2022,6:59:59 PM,79051.00714,-122723.9035,-70517.2049,-375104.4558,78597.37882,70123.91394
1/21/2022,7:59:59 PM,84660.93208,-125041.7154,-73417.93005,-375887.3889,75381.89613,68619.18511
1/21/2022,8:59:59 PM,91633.61045,-129303.1116,-70809.62615,-376637.0675,72160.11694,67108.52728
1/21/2022,9:59:59 PM,97104.12712,-131380.4945,-73497.00903,-377353.4117,68932.21498,65592.03105
1/21/2022,10:59:59 PM,102462.7508,-133331.1813,-76164.10951,-378036.3171,65698.49723,64069.78762
1/21/2022,11:59:59 PM,107716.8177,-135150.0807,-78812.4716,-378685.6715,62459.27116,62541.95575
1/22/2022,12:59:59 AM,112864.4496,-136874.9603,-81438.58835,-379301.3558,59214.84542,61008.76189
1/22/2022,1:59:59 AM,117912.1364,-138501.3906,-84044.22656,-379883.3171,55965.40532,59470.1651
1/22/2022,2:59:59 AM,122864.9873,-140034.9158,-86628.6941,-380431.4302,52711.26238,57926.46004
1/22/2022,3:59:59 AM,129735.2024,-143706.797,-82485.2162,-380945.6252,49452.73811,56377.60689
